SMILES,IC50,Number_of_Atoms,Voronoi_Entropy,Shennon_Enthropy
CC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC2CCNC2=O)C=O)NC(=O)OCC3=CC=CC=C3,15.0,39,1.2253397900924436,2.5900267229900624
CC1(C2C1C(N(C2)C(=O)COC3=CC(=C(C=C3)OC)OC)C(=O)NC(CC4CCNC4=O)C=O)C,15.0,35,1.2941845428361096,2.7693295563987865
CC1(C2C1C(N(C2)C(=O)COC3=CC=C(C=C3)OC(F)(F)F)C(=O)NC(CC4CCNC4=O)C=O)C,15.0,36,1.414069619291211,2.923469608860395
CC1(C2C1C(N(C2)C(=O)C(CC3=CC=CC=N3)NC(=O)C(F)(F)F)C(=O)NC(CC4CCNC4=O)C#N)C,15.0,38,1.4140696192912108,2.987141019642342
CC1(C2C1C(N(C2)C(=O)COC3=CC(=C(C=C3)OC)OC)C(=O)NC(CC4CCNC4=O)C=O)C,15.0,35,1.2941845428361096,2.7693295563987865
CC1(C2C1C(N(C2)C(=O)COC3=CC=C(C=C3)OC(F)(F)F)C(=O)NC(CC4CCNC4=O)C=O)C,15.0,36,1.414069619291211,2.923469608860395
CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)C1=CC2=C(N1)C=CC=C2OC,15.0,33,1.2859557042774035,2.7752277096116282
CC(C)CC(C(=O)NN(CC1CCNC1=O)C(=O)CCl)NC(=O)C2=CC3=CC=CC=C3N2,60.0,32,1.2286454556577162,2.7526241430499425
CC1=CC(=NO1)C(=O)NC(CC2(CC2)C)C(=O)NN(CC3CCNC3=O)C(=O)C(F)Cl,94.0,31,1.4578521065835315,2.9207636314260554
CC1(C2C1C(N(C2)C(=O)C(CCC(F)(F)F)NC(=O)C(F)(F)F)C(=O)NC(CC3CCNC3=O)C#N)C,16.0,37,1.4261642160862023,2.930119291635478
C1CC1CC(C(=O)NC(CC2CCNC2=O)C(=O)C(=O)NC3CC3)NC(=O)OCC4=CC=CC=C4,16.0,35,1.1849533573427236,2.7609984987800913
CC(CC(=O)NC(CC(C)(C)C)C(=O)NC(CC1CCNC1=O)C(=O)C(=O)NC2CC2)C3=CC=CC=C3,16.0,37,1.3473080095562247,2.6117965101403238
CC(CC(=O)NC(CC(C)(C)C)C(=O)NC(CC1CCNC1=O)C(=O)C(=O)NC2CC2)C3=CC=CC=C3,16.0,37,1.3473080095562247,2.6117965101403238
C1=CC(=CC(=C1)C#N)CN2C3=C(C=CC=C3Br)C(=O)C2=O,17.0,21,1.286057336874379,2.9585197629963416
CC(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)COC(=O)C2=CC=CC=C2C#N)NC(=O)C3=CC4=C(N3)C=CC=C4OC,17.0,44,1.4221542662628186,2.7561379666192676
CC(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)CNC(=O)C2=CC=CC=C2C#N)NC(=O)C3=CC4=C(N3)C=CC=C4OC,17.0,44,1.4221542662628186,2.759120373041319
CC1(C2C1C(N(C2)C(=O)CCC3=CC(=CC=C3)F)C(=O)NC(CC4CCNC4=O)C=O)C,17.0,32,1.3045342603917034,2.820107159158281
C1CC2CN(C(C2C1)C(=O)NC(CC3CCNC3=O)C=O)C(=O)CCC4=CC(=C(C=C4)F)F,17.0,33,1.3261058289572614,2.8614795219565377
C1CC2CN(C(C2C1)C(=O)NC(CC3CCNC3=O)C=O)C(=O)COC4=C(C=C(C=C4)Cl)Cl,17.0,33,1.2925718370167558,2.8528845924347173
CC(C)C(C(=O)N1CCC(CC1C(=O)NC(CC2CCNC2=O)C#N)C(C)(C)C)NS(=O)(=O)C(F)(F)F,17.0,37,1.2600600195063523,2.8586931204611195
CC1(C2C1C(N(C2)C(=O)CCC3=CC(=CC=C3)F)C(=O)NC(CC4CCNC4=O)C=O)C,17.0,32,1.3045342603917034,2.820107159158281
C1CC2CN(C(C2C1)C(=O)NC(CC3CCNC3=O)C=O)C(=O)CCC4=CC(=C(C=C4)F)F,17.0,33,1.3261058289572614,2.8614795219565377
C1CC2CN(C(C2C1)C(=O)NC(CC3CCNC3=O)C=O)C(=O)COC4=C(C=C(C=C4)Cl)Cl,17.0,33,1.2925718370167558,2.8528845924347173
CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)CCl)NC(=O)OCC1=CC=CC=C1,17.0,29,0.9957374991778267,2.5769269501218077
CC(C)CC(C(=O)NN(CC1CCNC1=O)C(=O)CCl)NC(=O)OCC2=CC=CC=C2,17.0,31,0.9899490539341391,2.6470293399334874
CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)CCl)NC(=O)C1=CC2=C(N1)N=CC=C2,17.0,30,1.2112465729695872,2.7309763222080408
CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)C1=CC2=C(N1)C=CC=C2OC,17.0,33,1.2859557042774035,2.7752277096116282
C1CC1CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)C2=CC3=CC=CC=C3N2,17.0,31,1.1928702910903022,2.887702674581898
CC1(CC1)CC(C(=O)NN(CC2CCNC2=O)C(=O)C(F)Cl)NC(=O)C3=NOC(=C3)C(F)(F)F,17.0,34,1.3964020132553188,2.997340238984712
C1CNC(=O)C1CN(C(=O)C(F)Cl)NC(=O)C(CC23CC(C2)C3)NC(=O)C4=NOC(=C4)C(F)F,94.0,34,1.4072356892535045,3.0627103809598326
CN(C)C(=O)COC(=O)CC1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)N=C(N)N,18.0,29,1.033114087516671,2.629899624167125
C1C(C(=O)NC(=O)N1)C2=CC(C(=O)N(C2=O)C3=CN=CC=C3)C4=CC(=CC(=C4)Cl)OCC5=CC=CC=C5Cl,18.0,38,1.3756588934245602,2.899502366863076
CC(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)COC(=O)C2(CCN(CC2)C)C)NC(=O)C3=CC4=C(N3)C=CC=C4OC,18.0,44,1.514255337882707,2.7073930665936605
CC(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C=CC(=C3OC)F,18.0,33,1.3227636403197323,2.8388353895799714
CC1(C2C1C(N(C2)C(=O)COC3=CC(=CC(=C3)F)F)C(=O)NC(CC4CCNC4=O)C=O)C,19.0,33,1.2554823251787535,2.9053447278075812
CC1(C2C1C(N(C2)C(=O)COC3=CC=C(C=C3)Cl)C(=O)NC(CC4CCNC4=O)C=O)C,19.0,32,1.3191333680541035,2.8355175788204603
CC1=CC(=NC(=C1C(=O)OCC(=O)C(CC2CCCNC2=O)NC(=O)C(CC(C)C)NC(=O)C3=CC4=C(N3)C=CC=C4OC)C)C,201.0,46,1.2839479037539352,2.685648784495671
C1=CC=C2C(=C1)N=NN2CC(=O)N(CC3=CC(=CC=C3)Cl)C4=CC=C(C=C4)C5=CN=CN5,68.0,32,1.1922589317770562,2.8181641643068955
CC(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C(=CC(=C3OC)F)F,19.0,34,1.3817860322593332,2.8858898450288852
CC1(C2C1C(N(C2)C(=O)COC3=CC(=CC(=C3)F)F)C(=O)NC(CC4CCNC4=O)C=O)C,19.0,33,1.2554823251787535,2.9053447278075812
CC1(C2C1C(N(C2)C(=O)COC3=CC=C(C=C3)Cl)C(=O)NC(CC4CCNC4=O)C=O)C,19.0,32,1.3191333680541035,2.8355175788204603
CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)C1=CC2=CC(=NC=C2N1)OC,19.0,33,1.1655560500851179,2.8059885721393854
C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O,940.0,20,0.8587409130062867,2.6541525196046107
CCCCC(C(=O)NC(CC1CCNC1=O)C(=O)CO)NC(=O)C2=CC3=C(N2)C=CC=C3OC,20.0,34,1.3551616221090568,2.664083511770376
CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)CO)NC(=O)C2=CC3=CC=CC=C3N2,20.0,33,1.4355847512635074,2.6692339047669673
CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)CO)NC(=O)C2=CC3=CC=CC=C3N2,20.0,33,1.4355847512635074,2.6692339047669673
CC(C)CC(C(=O)NC(CC1CCNC1=O)C=O)NC(=O)C2=CC3=CC=CC=C3N2,20.0,30,1.1839637727244874,2.6562434918135773
CCCCC(C(=O)NC(CC1CCNC1=O)C(=O)CO)NC(=O)C2=CC3=C(N2)C=CC=C3OC,20.0,34,1.3551616221090568,2.664083511770376
CC1=C(C=CC(=C1)Cl)OCC(=O)N2CC3CCCC3C2C(=O)NC(CC4CCNC4=O)C=O,20.0,33,1.1995953573025018,2.7753261320017524
C1C(C(=O)NC(=O)N1)C2=CC(C(=O)N(C2=O)C3=CN=CC=C3)C4=CC(=C(C(=C4)Cl)F)OCC5=CC=CC=C5Cl,20.0,39,1.3391071172869518,2.967175476311931
CC(C)CC(C(=O)NC(CC1CCCNC1=O)C(=O)CO)NC(=O)C2=CC3=C(N2)C=CC=C3OC,20.0,35,1.1973090400176534,2.6612616908411617
CC(C)CC(C(=O)NC(CC1CCCNC1=O)C(=O)COC(=O)C(C)(C)C(F)(F)F)NC(=O)C2=CC3=C(N2)C=CC=C3OC,20.0,44,1.3884495424848557,2.7583946740564325
CC1=C(C=CC(=C1)Cl)OCC(=O)N2CC3CCCC3C2C(=O)NC(CC4CCNC4=O)C=O,20.0,33,1.1995953573025018,2.7753261320017524
C1CC1CC(C(=O)NC(CC2CCNC2=O)C(=O)C(=O)NC3CC3)NC(=O)CCC4=C(C=C(C=C4)Cl)Cl,20.0,37,1.1902912630372862,2.822767143560319
C1CC1CC(C(=O)NC(CC2CCNC2=O)C(=O)C(=O)N)NC(=O)C=CC3=CC=CC=C3,20.0,32,1.082534885763483,2.675855922490946
CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)C(=O)NC2CC2)NC(=O)CC(C3=CC=CC=C3)C(F)(F)F,20.0,40,1.4938871182482618,2.7600596002299835
CCNC(=O)NS(=O)(=O)C1=C(C=C(S1)CC(C)C)C2=CC=C(C=C2)CN3C(=C(N=C3C4=CC=CC=C4)OC)C=O,21.0,40,1.4352653608235384,2.811269241538556
CC1=C(C=NC=C1)C(=O)OCC(=O)C(CC2CCNC2=O)NC(=O)C(CC(C)C)NC(=O)C3=CC4=C(N3)C=CC=C4OC,21.0,43,1.3866874823832476,2.723560983311184
CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)CCl)NC(=O)C(C(C)(C)C)NC(=O)CCCC#C,21.0,34,1.4261250263996754,2.469732033807238
CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C(=CC(=C3OC)F)F,21.0,35,1.4922019641062125,2.8667029968441993
CC1(C2C1C(N(C2)C(=O)C(C3CCCCC3)NS(=O)(=O)C(F)(F)F)C(=O)NC(CC4CCNC4=O)C#N)C,21.0,38,1.3999639664902077,3.0509343851856765
C1CNC(=O)C1CN(C(=O)C(F)Cl)NC(=O)C(CC23CC(C2)C3)NC(=O)C4=NOC(=C4)C(F)(F)F,230.0,35,1.3829537579483517,3.0716580925315466
CC(C)CC(C(=O)NC(CC1CCCNC1=O)C(=O)COC(=O)C(C)(C)C#N)NC(=O)C2=CC3=C(N2)C=CC=C3OC,22.0,42,1.3936852424828423,2.7028928636337395
CC1=C(C(=NC(=N1)C)C)C(=O)OCC(=O)C(CC2CCCNC2=O)NC(=O)C(CC(C)C)NC(=O)C3=CC4=C(N3)C=CC=C4OC,22.0,46,1.2839479037539352,2.723598538907371
CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)CO)NC(=O)C2=CC3=C(N2)C=CC=C3OC,23.0,35,1.4202762992663212,2.674580432279299
CC(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=CC3=C(C=CC(=C3N2)C(F)(F)F)OC,23.0,36,1.452461591529193,2.894613393099267
CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=CC3=C(C=CC(=C3N2)C(F)(F)F)OC,23.0,37,1.4439260726025454,2.874381217066388
C1=C(C=C(C2=C1NC(=C2)C(=O)OC3=CC(=CN=C3)Cl)Cl)Cl,23.0,21,1.1569876443452742,2.846190901715055
C1CC1CC(C(=O)NN(CCC(=O)N)C(=O)CCl)NC(=O)OCC2=CC=CC=C2,23.0,29,1.0466304865832219,2.6954820237095922
C1CCC(CC1)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)C2=CC3=CC=CC=C3N2,23.0,34,1.1187433359857524,2.8277718054631533
C1C2CC1(C2)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)C3=NC4=CC=CC=C4N3,23.0,33,1.2368082980071986,2.9895869888380373
CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)C=CC1=CC=CC=C1,23.0,30,0.9724399117161489,2.6357204373515137
CC1=CC(=NO1)C(=O)NC(CCC(C)C)C(=O)NN(CC2CCNC2=O)C(=O)C(F)Cl,320.0,31,1.2286454556577162,2.8033668942491623
C1C(C(=O)NC(=O)N1)C2=CC(C(=O)N(C2=O)C3=CN=CC=C3)C4=CC(=CC(=C4)Cl)OCC5=CC=CC=C5F,37.0,38,1.3756588934245602,2.9427864798118337
C1=CC=C2C(=C1)C=C(N2)C(=O)OC3=CC(=CN=C3)Cl,65.0,19,1.1209503926735833,2.8065231624423843
COC1=CC=CC2=C1C=C(N2)C(=O)NC(CC3CCCCC3)C(=O)NC(CC4CCNC4=O)C(=O)CO,25.0,37,1.2713181546131112,2.7160403119300778
C1C(C(=O)NC(=O)N1)C2=CC(C(=O)N(C2=O)C3=CN=CC=C3)C4=CC(=CC(=C4)Cl)OCC(F)(F)F,25.0,35,1.416142860362171,3.0168351882469593
C1C(C(=O)NC(=O)N1)C2=CN(C(=O)C(=C2)C3=CC(=CC(=C3)Cl)OCCC(F)(F)F)C4=CN=CC=C4,25.0,35,1.3782196245403457,2.9850013941994975
CC1=C2C(=C(C=C1)OC)C=C(N2)C(=O)NC(CC(C)(C)C)C(=O)NC(CC3CCNC3=O)C#N,25.0,34,1.522233148056769,2.735058063310427
CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)C1=CC2=C(N1)C=CC=C2Cl,25.0,32,1.1645953713991983,2.8003783420247035
C1CC1CC(C(=O)NC(CC2CCNC2=O)C(=O)C(=O)N)NC(=O)OCC3=CC=CC=C3,25.0,32,1.082534885763483,2.709070294730997
C1CC(C1)CC(C(=O)NC(CC2CCNC2=O)C(=O)C(=O)NC3CC3)NC(=O)C=CC4=C(C=C(C=C4)Cl)F,25.0,38,1.0897973126663918,2.8607566989939204
CCC(CC(=O)NC(CC1CC1)C(=O)NC(CC2CCNC2=O)C(=O)C(=O)NC3CC3)C4=CC=CC=C4,25.0,37,1.1680632181194017,2.7001407247733527
C1=CC=C2C(=C1)C=C(S2)C(=O)OC3=CC(=CN=C3)Cl,95.0,19,1.1209503926735833,2.854142210061432
CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)O)NC(=O)OCC2=CC=CC=C2,30.0,33,1.3324314110748812,2.7013348231281737
CC(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C=CC=C3OC,26.0,32,1.3408796582438176,2.7489706515619656
CC1(C2C1C(N(C2)C(=O)COC3=CC4=CC=CC=C4C=C3)C(=O)NC(CC5CCNC5=O)C=O)C,52.0,35,1.2309316230479224,2.797494641227414
C1C(C(=O)NC(=O)N1)C2=CN(C(=O)C(=C2)C3=CC(=CC(=C3)Cl)OCC4=C(SC=C4)Cl)C5=CN=CC=C5,27.0,36,1.3221884301910032,2.993067723870653
C1C(C(=O)NC(=O)N1)C2=CN(C(=O)C(=C2)C3=CC(=C(C(=C3)Cl)F)OCC4=CC=CC=C4Cl)C5=CN=CC=C5,28.0,38,1.27261564519691,2.952148738844088
CC1=CC(=NO1)C(=O)NC(CC2CCCCC2)C(=O)NN(CCC(=O)N)C(=O)C(F)Cl,28.0,31,1.1553465425096352,2.8033668942491623
C1CCC(CC1)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NS(=O)(=O)CC2=CC=CC=C2,28.0,33,1.2925718370167558,2.8316283420247035
CC1=C2C(=C(C=C1)OC)C=C(N2)C(=O)NC(CC(C)C)C(=O)NC(CC3CCNC3=O)C#N,29.0,33,1.3381652935561865,2.7502922259420144
C1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3[Se]2,670.0,16,1.0821955300387671,3.01000275726905
CC(C)CC(C(=O)NC(CC1CCNC1=O)C=O)NC(=O)C2=NC3=CC=CC=C3N2,32.0,30,1.1839637727244874,2.6980803299104243
C1=CC(=C2C=CNC2=C1)C(=O)OC3=CC(=CN=C3)Cl,313.0,19,0.9347698978582794,2.769099746425994
CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)O)NC(=O)OCC2=CC=CC=C2,620.0,33,1.3324314110748812,2.7013348231281737
C1CC2CN(C(C2C1)C(=O)NC(CC3CCNC3=O)C=O)C(=O)COC4=CC(=C(C=C4)Cl)Cl,30.0,33,1.3261058289572614,2.8528845924347173
C1CNC(=O)C1CC(C=O)NC(=O)C(CC2=CC=CC=C2)NC(=O)C3=CC4=CC=CC=C4N3,34.0,33,1.2407683994540584,2.706302221705391
C1CC2CN(C(C2C1)C(=O)NC(CC3CCNC3=O)C=O)C(=O)COC4=CC(=C(C=C4)Cl)Cl,30.0,33,1.3261058289572614,2.8528845924347173
C1CC(CCC1NC(=O)C(C2=CN=CN=C2)N(C3=C(C=C(C=C3)OC(F)(F)F)C#N)C(=O)CCl)(F)F,30.0,36,1.2370423570500069,2.9969436773020943
CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2=CC=CC=C2,620.0,33,1.3324314110748812,2.921975728429415
CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)COCC2=CC=CC=C2)NC(=O)C3=CC4=C(N3)C=CC=C4OC,32.0,42,1.490868637454819,2.662065465248963
CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C(=CC=C3)Cl,32.0,32,1.5088836644115884,2.8018019481298957
CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)C1=CC2=C(N1)C=CC(=C2)Cl,32.0,32,1.1554491885164895,2.7996108165977778
CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2CCCC2C(=O)NC(CSCC3=CC4=CC(=C3)CSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSC4)C(=O)N5CCCC5C(=O)N1)CC6=CC=C(C=C6)O)CCCN=C(N)N)CCCN=C(N)N)CCC(=O)O)C(C)O)CO)NC(=O)C(C)N)C(=O)NCC(=O)N)CC7=CC=CC=C7)C(C)CC)CCC(=O)O,33.0,143,1.5812215868962562,2.7726074987579765
CC(C)C(C(=O)NC(CC1CCCCC1)C(=O)NC(CC2CCNC2=O)C=O)NC(=O)OCC3=CC=CC=C3,33.0,39,1.2253397900924436,2.5781161640125045
CC(C)CC(C(=O)NC(CC1CCCNC1=O)C(=O)COC(=O)C2=CC=NC=C2)NC(=O)C3=CC4=C(N3)C=CC=C4OC,33.0,43,1.278062823009629,2.7106065638797983
CC(C)CCC(C(=O)NC(CC1CCNC1=O)C(=O)CO)NC(=O)C2=CC3=C(N2)C=CC=C3OC,34.0,35,1.3195556907445747,2.6612616908411617
CC(C)CCC(C(=O)NC(CC1CCNC1=O)C(=O)CO)NC(=O)C2=CC3=C(N2)C=CC=C3OC,34.0,35,1.3195556907445747,2.6612616908411617
C1=CC2=C(C=C1Cl)C=C(N2)C(=O)OC3=CC(=CN=C3)Cl,34.0,20,1.1569876443452742,2.82306798227366
CCC(=O)OCC(=O)C(CC1CCNC1=O)NC(=O)C(CC(C)C)NC(=O)C2=CC3=C(N2)C=CC=C3OC,34.0,38,1.3932953673807893,2.6510929781434203
CC(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C(=CC=C3)Cl,34.0,31,1.3335993549907292,2.817542156789831
CC(C)CC(C(=O)NN(CC1=CC=NN1)C(=O)CCl)NC(=O)OCC2=CC=CC=C2,34.0,30,0.9957374991778267,2.6746714160438474
CC1=CC(=NO1)OC(=O)NC(CC(C)C)C(=O)NN(CCC(=O)N)C(=O)CCl,34.0,28,1.1199903556503674,2.669126892594398
CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)C1=CC2=CC=CC=C2N1,34.0,31,1.1322915013076411,2.776085489728672
C1CC(C1)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)C2=NC3=CC=CC=C3N2,34.0,32,1.2544050040406076,2.9019078459970444
CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)COC)NC(=O)C2=CC3=C(N2)C=CC=C3OC,35.0,36,1.4840306523019478,2.6546788515403423
C1CC2CN(C(C2C1)C(=O)NC(CC3CCNC3=O)C=O)C(=O)COC4=C(C=C(C=C4)Cl)F,35.0,33,1.2925718370167558,2.9081040289424918
CCOC1=NC=CC(=C1C(=O)OCC(=O)C(CC2CCNC2=O)NC(=O)C(CC(C)C)NC(=O)C3=CC4=C(N3)C=CC=C4OC)C,35.0,46,1.3963501492501424,2.7000216317325547
CC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=C)NC(CC2CCNC2=O)C=O)NC(=O)C3=CC(=CN=C3)F,35.0,38,1.0708078595494446,2.6811650617996117
C1CC2CN(C(C2C1)C(=O)NC(CC3CCNC3=O)C=O)C(=O)COC4=C(C=C(C=C4)Cl)F,35.0,33,1.2925718370167558,2.9081040289424918
CC(C)CCC(C(=O)NC(CC1CCNC1=O)C(=O)COC)NC(=O)C2=CC3=C(N2)C=CC=C3OC,36.0,36,1.3926197082575191,2.6402472408624718
COC1=CC=C(C=C1)OCC(=O)N2CC3CCCC3C2C(=O)NC(CC4CCNC4=O)C=O,36.0,33,1.2990852354988427,2.7010112260182937
C1C(C(=O)NC(=O)N1)C2=CC(C(=O)N(C2=O)C3=CN=CC=C3)C4=CC(=CC(=C4)Cl)OCC5=C(C=CC=C5F)F,36.0,39,1.3566496534843362,2.9846593555105496
C1C(C(=O)NC(=O)N1)C2=CC(C(=O)N(C2=O)C3=CN=CC=C3)C4=CC(=CC(=C4)Cl)OCC5=C(C=CC(=C5)F)Cl,36.0,39,1.3571007013750387,2.9713601109648766
COC1=CC=C(C=C1)OCC(=O)N2CC3CCCC3C2C(=O)NC(CC4CCNC4=O)C=O,36.0,33,1.2990852354988427,2.7010112260182937
CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)CCl)NC(=O)C1=NOC=C1,36.0,26,1.202262257535642,2.6752807652987385
CC1(C2C1C(N(C2)C(=O)COC3=CC(=C(C=C3)OC)F)C(=O)NC(CC4CCNC4=O)C=O)C,37.0,34,1.296388472961714,2.8538255518253557
C1CC1OC2=CC(=CC(=C2)C3C=C(C(=O)N(C3=O)C4=CN=CC=C4)C5CNC(=O)NC5=O)Cl,37.0,33,1.053337318015184,2.9508348873919714
C1CC1COC2=CC(=CC(=C2)C3=CC(=CN(C3=O)C4=CN=CC=C4)C5CNC(=O)NC5=O)Cl,37.0,33,1.0512435186197397,2.8936072976707305
C1CC1(CS(=O)(=O)N2CC(C3=C(C2)C=CC(=C3)Cl)C(=O)NC4=CN=CC5=CC=CC=C54)C#N,37.0,33,1.393475656901964,3.040597174654275
CC(C)C(C(=O)N1CC(CC1C(=O)NC(CC2CCNC2=O)C#N)C(F)(F)F)NC(=O)C(F)(F)F,37.0,35,1.4123177533483098,2.8676445286534302
CC1(C2C1C(N(C2)C(=O)COC3=CC(=C(C=C3)OC)F)C(=O)NC(CC4CCNC4=O)C=O)C,37.0,34,1.296388472961714,2.8538255518253557
CCC(C(=O)NC(C(=O)NC(CC(C)C)C(=O)N(C)N(CCC(=O)N)C#N)C(C)(C)C)NC(=O)OCC1=CC=CC=C1,37.0,42,1.3116525063530964,2.5284118748973796
CC(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)CO)NC(=O)C2=CC3=CC=CC=C3N2,38.0,32,1.2286454556577162,2.6739962456034
CC(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)CO)NC(=O)C2=CC3=CC=CC=C3N2,38.0,32,1.2286454556577162,2.6739962456034
C1C(C(=O)NC(=O)N1)C2=CN(C(=O)C(=C2)C3=CC(=CC(=C3)Cl)OCC4=C(N=CS4)C(F)(F)F)C5=CN=CC=C5,38.0,39,1.4162842607678656,3.1059889056186023
CC(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C=CC=C3Cl,38.0,31,1.2148545066872867,2.804920867041906
CCC(C(=O)NC(C(=O)NC(CC1=CC=CC=C1)C(=O)N(C)N(CCC(=O)N)C#N)C(C)(C)C)NC(=O)OCC2=CC=CC=C2,38.0,45,1.2395295283107282,2.6064014387136054
COC1=CC=CC2=C1C=C(N2)C(=O)NC(CC3CCCCC3)C(=O)NN(CCC(=O)N)C(=O)CF,38.0,35,1.293980542149504,2.7620204016747123
CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)C1=CC2=C(N1)C=CC=N2,38.0,31,1.1322915013076411,2.8089223276766204
COC1=C(C2=C(CN(C(C2)C(=O)O)C(=O)C(C3=CC=CC=C3)C4=CC=CC=C4)C=C1)OCC5=CC=CC=C5,39.0,38,0.8963792765729861,2.63982779907451
C1COCC1NC(=O)C(C2=NC=CN=C2)N(C3=CC=C(C=C3)C4=CC=NO4)C(=O)CCl,39.0,31,1.0844458991370884,2.870962295905109
C1=CC2=C(C=CC(=O)C2=O)C=C1Br,90.0,13,-0.0,2.7098886380147276
CC1=C(C(=CC=C1)C)CC(=O)OCC(=O)C(CC2CCNC2=O)NC(=O)C(CC(C)C)NC(=O)C3=CC4=C(N3)C=CC=C4OC,40.0,45,1.3080832228899653,2.66723407774575
CC(C)CC(C(=O)NN(CC1CCNC1=O)C(=O)CCl)NC(=O)C2=CC3=CC=CC=C3N2,40.0,32,1.2286454556577162,2.7526241430499425
CC(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)COC(=O)C2=CN=CN2C)NC(=O)C3=CC4=C(N3)C=CC=C4OC,41.0,42,1.4256880212768273,2.759040357286589
C=CC(=O)N(C1=CN=CC2=CC=CC=C21)C(=O)C3COC4=C3C=C(C=C4)Cl,41.0,27,1.0910060110003859,2.7465209695756725
CC(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C=C(C=C3Cl)Cl,41.0,32,1.3246891143016803,2.8355175788204603
CC1=CC(=NO1)C(=O)NC(CC2CCCC2)C(=O)NN(CCC(=O)N)C(=O)C(F)Cl,410.0,30,1.2825628221990333,2.8251763526098523
CC(C)CC(C(=O)NC(CC1CCNC1=O)C=O)NC(=O)OCC2=CC=CC=C2,400.0,29,1.2112465729695872,2.5343770046101026
CC1=C(N=CS1)COC2=CC(=CC(=C2)C3=CC(=CN(C3=O)C4=CN=CC=C4)C5CNC(=O)NC5=O)Cl,42.0,36,1.2371200837784608,2.9623369529618495
CC1(C2C1C(N(C2)C(=O)OCC3=CC=CC=C3)C(=O)NC(CC4CCNC4=O)C=O)C,450.0,31,1.3371438844969878,2.7704381084212155
